datetime,temperature_2m,skin_temperature,relative_humidity,surface_pressure,wind_speed_10m,solar_radiation_down,precipitation
2023-06-01 00:00:00,17.3919888854414,17.2537245842702,69.7153280715104,102086.514928204,0.508874611387039,0,0
2023-06-01 01:00:00,19.8295796001212,20.5970143292741,52.9578842109757,101596.280021793,0.60203696624899,0,0
2023-06-01 02:00:00,17.9542818922755,16.0410016476177,34.1262325123045,101043.85623538,2.8391126216994,0,0
2023-06-01 03:00:00,16.9256581788842,15.5133544775489,81.9847315338233,101212.111849757,0.668207586386071,0,0
2023-06-01 04:00:00,19.3097951303686,19.4207177200785,42.7350963386655,101512.849009173,0.201791792637913,0,0
2023-06-01 05:00:00,21.1267308387612,20.8350370889679,50.9744008165591,102251.139092254,0.390456701863346,0,0
2023-06-01 06:00:00,26.0436504036253,24.8228067536543,63.1329539250713,100345.16493806,2.37367139394539,310.931915802693,0
2023-06-01 07:00:00,28.2326350181363,28.1169867357481,55.4834445661607,100585.739004816,5.2936735957228,253.785537466985,0
2023-06-01 08:00:00,29.0857971585559,27.3227570031931,64.8612595409219,101132.458859792,0.232427606433927,288.913760870984,0
2023-06-01 09:00:00,31.8309117480981,30.9916942248754,55.3618143622318,101490.631715702,1.2054564037539,260.909290712082,0
2023-06-01 10:00:00,29.1140938616824,27.9178872376017,72.187887335913,102003.120014285,6.54675573720454,98.1085061742259,0
2023-06-01 11:00:00,31.9743596996751,32.3357553051836,83.0705484969896,101307.086980445,2.2190365163318,155.877896321457,0
2023-06-01 12:00:00,32.5726547158953,32.2736473654294,61.3764116480325,100331.2155427,7.14379658953793,0,0
2023-06-01 13:00:00,29.1358594481028,28.3273658452096,52.473644346232,101782.701058851,4.88390682222167,0,0
2023-06-01 14:00:00,31.5209189083905,32.4895638989234,49.4692035918397,101161.168926701,0.776060238418144,0,0
2023-06-01 15:00:00,29.4715094872601,29.4766229439026,56.4811929993728,100617.314628975,0.38304117463694,0,0
2023-06-01 16:00:00,28.0759891560869,28.4800400129015,88.292788518158,101412.288906416,1.35592349690089,0,0
2023-06-01 17:00:00,23.1221036962587,23.1823339061997,95,101228.819517609,0.469592582956409,0,0
2023-06-01 18:00:00,26.684206208449,27.4361392411358,71.8654792056457,100870.306272603,1.37556839779291,0,0
2023-06-01 19:00:00,25.1126597255826,24.1221234004519,51.5055340559584,101374.825682544,3.39555520280205,0,0
2023-06-01 20:00:00,19.3916092711866,17.8409458401204,61.0284446220904,100793.848143137,3.52263758270316,0,0
2023-06-01 21:00:00,19.6888911911969,18.9056378988607,55.1690772569149,101731.758608685,5.09845221791766,0,0
2023-06-01 22:00:00,15.0086287162755,13.4011454817143,62.7695078779846,101454.941397124,1.24213952943397,0,0
2023-06-01 23:00:00,18.234799712661,18.7567412782779,64.4547700984978,101450.246425173,3.08193208070312,0,0
2023-06-02 00:00:00,17.1488602932654,17.4419327665641,49.2847287296045,102257.887255572,3.16632444640575,0,0
2023-06-02 01:00:00,17.6762231057825,16.7015414355551,71.8062690561368,101904.297789504,3.1463214429083,0,0
